z_target_um,TOD_fs3,GVD,n_protons
99.99999999999964,-60000.0,13.6,20649148542.341522
99.99999999999964,-60000.0,13.6,19493494682.59643
99.99999999999964,-60000.0,13.6,20082935933.63388
99.99999999999964,-60000.0,13.6,18626670521.32906
99.99999999999964,-50000.0,13.6,24715608553.945583
99.99999999999964,-50000.0,13.6,19756863005.084026
99.99999999999964,-50000.0,13.6,19661048765.462105
99.99999999999964,-50000.0,13.6,23001428465.83747
99.99999999999964,-50000.0,13.6,23219142357.041256
99.99999999999964,-40000.0,13.6,17080541786.538425
99.99999999999964,-40000.0,13.6,18252602144.43083
99.99999999999964,-40000.0,13.6,19755298210.900497
99.99999999999964,-40000.0,13.6,18976566454.609463
99.99999999999964,-40000.0,13.6,36265546718.90527
99.99999999999964,-30000.0,13.6,20582927161.13007
99.99999999999964,-30000.0,13.6,21580090203.84034
99.99999999999964,-30000.0,13.6,22174552832.411953
99.99999999999964,-30000.0,13.6,16625986308.50879
99.99999999999964,-30000.0,13.6,23241088340.321682
99.99999999999964,-20000.0,13.6,22150678508.28859
99.99999999999964,-20000.0,13.6,17572596098.986927
99.99999999999964,-20000.0,13.6,17838123082.380302
99.99999999999964,-20000.0,13.6,23458118226.790283
99.99999999999964,-20000.0,13.6,22525319007.964508
99.99999999999964,-10000.0,13.6,22423800040.596085
99.99999999999964,-10000.0,13.6,20406170037.25134
99.99999999999964,-10000.0,13.6,17827785588.00865
99.99999999999964,-10000.0,13.6,18498429183.11825
99.99999999999964,-10000.0,13.6,21634089606.24361
99.99999999999964,0.0,13.6,19108949364.79577
99.99999999999964,0.0,13.6,20980660717.616173
99.99999999999964,0.0,13.6,26570634068.926525
99.99999999999964,0.0,13.6,18841685150.608265
99.99999999999964,0.0,13.6,16982542886.22242
99.99999999999964,10000.0,13.6,26790986956.57345
99.99999999999964,10000.0,13.6,26078904807.469814
99.99999999999964,10000.0,13.6,19171445656.227554
99.99999999999964,10000.0,13.6,24631165867.263424
99.99999999999964,10000.0,13.6,23297800489.436893
99.99999999999964,20000.0,13.6,18019609279.36771
99.99999999999964,20000.0,13.6,20282234849.23514
99.99999999999964,20000.0,13.6,25193191876.561775
99.99999999999964,20000.0,13.6,17284315583.62517
99.99999999999964,20000.0,13.6,25686890013.307903
99.99999999999964,30000.0,13.6,24973772233.451004
99.99999999999964,30000.0,13.6,22753557568.55988
99.99999999999964,30000.0,13.6,26382641389.358418
99.99999999999964,30000.0,13.6,28840693785.795753
99.99999999999964,30000.0,13.6,19819528578.74495
99.99999999999964,40000.0,13.6,26117476038.521385
99.99999999999964,40000.0,13.6,33582572284.44741
99.99999999999964,40000.0,13.6,21354775302.198128
99.99999999999964,40000.0,13.6,24875335365.10242
99.99999999999964,40000.0,13.6,29603598102.27999
99.99999999999964,50000.0,13.6,26005491354.49895
99.99999999999964,50000.0,13.6,21518049203.128845
99.99999999999964,50000.0,13.6,32481335956.497932
99.99999999999964,50000.0,13.6,37779771816.59366
99.99999999999964,50000.0,13.6,26133065644.36589
99.99999999999964,60000.0,13.6,25820917644.621567
99.99999999999964,60000.0,13.6,29369049688.18441
99.99999999999964,60000.0,13.6,26513858039.243984
99.99999999999964,60000.0,13.6,40948581122.009
99.99999999999964,60000.0,13.6,31525681825.100708
99.99999999999964,70000.0,13.6,23460962772.933586
99.99999999999964,70000.0,13.6,35741723871.02782
99.99999999999964,70000.0,13.6,29400417205.12514
99.99999999999964,70000.0,13.6,30706654016.917316
99.99999999999964,70000.0,13.6,27418164779.141384
99.99999999999964,80000.0,13.6,36695257267.2852
99.99999999999964,80000.0,13.6,34077611694.56542
99.99999999999964,80000.0,13.6,38686266131.77629
99.99999999999964,80000.0,13.6,32877083968.72881
99.99999999999964,80000.0,13.6,23334620769.30812
-150.00000000000034,80000.0,13.6,17838390903.193127
-150.00000000000034,80000.0,13.6,19153048421.21361
-150.00000000000034,80000.0,13.6,18014474269.60453
-150.00000000000034,80000.0,13.6,16549094268.26113
-150.00000000000034,80000.0,13.6,16715765536.07381
-125.0,80000.0,13.6,23610245115.878487
-125.0,80000.0,13.6,25230410379.884407
-125.0,80000.0,13.6,19545897140.317703
-125.0,80000.0,13.6,19411324768.1982
-125.0,80000.0,13.6,24805768948.47805
-99.99999999999964,80000.0,13.6,29885210352.374153
-99.99999999999964,80000.0,13.6,25720224236.684235
-99.99999999999964,80000.0,13.6,31947280137.471424
-99.99999999999964,80000.0,13.6,21790051757.135532
-99.99999999999964,80000.0,13.6,32895024207.643253
-74.99999999999929,80000.0,13.6,33543222580.638096
-74.99999999999929,80000.0,13.6,28287382819.136414
-74.99999999999929,80000.0,13.6,28438863108.00476
-74.99999999999929,80000.0,13.6,28109512774.92228
-74.99999999999929,80000.0,13.6,32689886302.51519
-50.00000000000071,80000.0,13.6,23888120184.823795
-50.00000000000071,80000.0,13.6,29297854348.087265
-50.00000000000071,80000.0,13.6,22040739596.750015
-50.00000000000071,80000.0,13.6,24432938163.62056
-50.00000000000071,80000.0,13.6,28423385358.599037
-25.000000000000355,80000.0,13.6,35992338554.24077
-25.000000000000355,80000.0,13.6,24655563327.265327
-25.000000000000355,80000.0,13.6,33482810814.4083
-25.000000000000355,80000.0,13.6,23252818293.62646
-25.000000000000355,80000.0,13.6,39002868523.64539
0.0,80000.0,13.6,41698807219.20206
0.0,80000.0,13.6,49917665758.4664
0.0,80000.0,13.6,43001826313.7785
0.0,80000.0,13.6,45523451798.625565
0.0,80000.0,13.6,45906793047.00257
25.000000000000355,80000.0,13.6,64745877000.03554
25.000000000000355,80000.0,13.6,79113197116.71289
25.000000000000355,80000.0,13.6,52056558758.12935
25.000000000000355,80000.0,13.6,63996256899.87831
25.000000000000355,80000.0,13.6,50093104455.65222
50.00000000000071,80000.0,13.6,52048051022.11456
50.00000000000071,80000.0,13.6,33070877260.689537
50.00000000000071,80000.0,13.6,28965457192.88198
50.00000000000071,80000.0,13.6,55345359216.54932
50.00000000000071,80000.0,13.6,41401383642.86244
74.99999999999929,80000.0,13.6,25066831534.8711
74.99999999999929,80000.0,13.6,34146670192.62218
74.99999999999929,80000.0,13.6,27659104003.03109
74.99999999999929,80000.0,13.6,29175487376.630615
74.99999999999929,80000.0,13.6,35107278771.41407
99.99999999999964,80000.0,13.6,24813394224.03559
99.99999999999964,80000.0,13.6,22663357507.16563
99.99999999999964,80000.0,13.6,16907118166.923038
99.99999999999964,80000.0,13.6,24445867212.232376
99.99999999999964,80000.0,13.6,27318802710.26386
125.0,80000.0,13.6,22362320536.09493
125.0,80000.0,13.6,39993146478.65538
125.0,80000.0,13.6,40101733122.71367
125.0,80000.0,13.6,22350820219.76347
125.0,80000.0,13.6,41121680692.8849
150.00000000000034,80000.0,13.6,23254835561.63405
150.00000000000034,80000.0,13.6,23215291563.773888
150.00000000000034,80000.0,13.6,21351056070.369766
150.00000000000034,80000.0,13.6,23758916017.91998
150.00000000000034,80000.0,13.6,28194353386.278637
99.99999999999964,80000.0,13.6,32280925076.43943
99.99999999999964,80000.0,13.6,31367724130.687817
99.99999999999964,80000.0,13.6,25878137280.26479
99.99999999999964,80000.0,13.6,30832049812.820602
99.99999999999964,80000.0,13.6,29730650847.434498
99.99999999999964,80000.0,13.6,21998942753.25939
99.99999999999964,80000.0,13.6,25472336571.32702
99.99999999999964,80000.0,13.6,21110379288.58941
99.99999999999964,80000.0,13.6,22205819926.472275
99.99999999999964,80000.0,13.6,27175738798.00154
99.99999999999964,80000.0,13.6,26506617877.392696
99.99999999999964,80000.0,13.6,21745382220.249046
99.99999999999964,80000.0,13.6,26092654470.881493
99.99999999999964,80000.0,13.6,27436740683.097244
99.99999999999964,80000.0,13.6,27630320602.789772
99.99999999999964,80000.0,13.6,22148036247.30151
99.99999999999964,80000.0,13.6,22554344768.970505
99.99999999999964,80000.0,13.6,27066329108.80665
99.99999999999964,80000.0,13.6,22452064896.757107
99.99999999999964,80000.0,13.6,36929988551.265724
99.99999999999964,80000.0,13.6,26770627363.19474
99.99999999999964,80000.0,13.6,29148152415.582527
99.99999999999964,80000.0,13.6,24791994311.61382
99.99999999999964,80000.0,13.6,18899620909.11665
99.99999999999964,80000.0,13.6,23382680720.291077
99.99999999999964,80000.0,13.6,38596163156.918304
99.99999999999964,80000.0,13.6,25528360897.54809
99.99999999999964,80000.0,13.6,23067335603.864307
99.99999999999964,80000.0,13.6,33523346121.140957
99.99999999999964,80000.0,13.6,28598089394.074535
99.99999999999964,80000.0,13.6,22194396241.91359
99.99999999999964,80000.0,13.6,37409871452.76821
99.99999999999964,80000.0,13.6,22487199069.022923
99.99999999999964,80000.0,13.6,23749188336.261696
99.99999999999964,80000.0,13.6,30649513137.616524
99.99999999999964,80000.0,13.6,21833028445.888573
99.99999999999964,80000.0,13.6,26181907038.672417
99.99999999999964,80000.0,13.6,30138537975.343235
99.99999999999964,80000.0,13.6,25596571952.25619
99.99999999999964,80000.0,13.6,18795721775.139584
99.99999999999964,80000.0,13.6,21545410468.19435
99.99999999999964,80000.0,13.6,33449083587.05062
99.99999999999964,80000.0,13.6,31418816577.1047
99.99999999999964,80000.0,13.6,23698866698.45781
99.99999999999964,80000.0,13.6,28215070418.986973
99.99999999999964,80000.0,13.6,23710488574.325676
99.99999999999964,80000.0,13.6,22534512656.824245
99.99999999999964,80000.0,13.6,26960300206.58393
99.99999999999964,80000.0,13.6,25847522728.914368
99.99999999999964,80000.0,13.6,26719985202.054184
99.99999999999964,80000.0,13.6,24893880313.70001
99.99999999999964,80000.0,13.6,35177867565.0903
99.99999999999964,80000.0,13.6,20674102873.93373
99.99999999999964,80000.0,13.6,26164255750.74914
99.99999999999964,80000.0,13.6,24361733264.644333
99.99999999999964,80000.0,13.6,20425295415.257645
99.99999999999964,80000.0,13.6,23251857810.133995
99.99999999999964,80000.0,13.6,25922011381.805687
99.99999999999964,80000.0,13.6,17467166910.99588
99.99999999999964,80000.0,13.6,23845868291.200733
99.99999999999964,80000.0,13.6,24240644556.047062
99.99999999999964,80000.0,13.6,30274020757.8679
99.99999999999964,80000.0,13.6,23269130517.838387
99.99999999999964,80000.0,13.6,26288750153.44338
99.99999999999964,80000.0,13.6,30135341130.03115
99.99999999999964,80000.0,13.6,29289295317.4613
99.99999999999964,80000.0,13.6,20785807613.371414
99.99999999999964,80000.0,13.6,34605713623.35501
99.99999999999964,80000.0,13.6,23919772951.8118
99.99999999999964,80000.0,13.6,22360950409.96541
99.99999999999964,80000.0,13.6,30226918250.123844
99.99999999999964,80000.0,13.6,20789104820.834896
99.99999999999964,80000.0,13.6,21916904605.396225
99.99999999999964,80000.0,13.6,36220241800.02414
99.99999999999964,80000.0,13.6,26929549508.320015
99.99999999999964,80000.0,13.6,26257783329.178814
99.99999999999964,80000.0,13.6,25981891208.29484
99.99999999999964,80000.0,13.6,26403771542.622196
99.99999999999964,80000.0,13.6,21401624691.75862
99.99999999999964,80000.0,13.6,25465200365.01906
99.99999999999964,80000.0,13.6,25208912337.055145
99.99999999999964,80000.0,13.6,24828766518.768936
99.99999999999964,80000.0,13.6,21211102647.744064
99.99999999999964,80000.0,13.6,24520110783.788002
99.99999999999964,80000.0,13.6,31051177981.75036
99.99999999999964,80000.0,13.6,25102949818.756226
99.99999999999964,80000.0,13.6,20183994652.38583
99.99999999999964,80000.0,13.6,21865278170.03052
99.99999999999964,80000.0,13.6,33938442191.1905
99.99999999999964,80000.0,13.6,31115447649.19859
99.99999999999964,80000.0,13.6,21691296524.31333
99.99999999999964,80000.0,13.6,24682326460.202343
99.99999999999964,80000.0,13.6,23800791701.972404
99.99999999999964,80000.0,13.6,30471717535.199688
99.99999999999964,80000.0,13.6,26776442921.231583
99.99999999999964,80000.0,13.6,24076728158.76394
99.99999999999964,80000.0,13.6,27254316208.724888
99.99999999999964,80000.0,13.6,22804082623.890408
99.99999999999964,80000.0,13.6,19399284664.568287
99.99999999999964,80000.0,13.6,28830971470.297417
50.00000000000071,80000.0,13.6,41500336830.47044
50.00000000000071,80000.0,13.6,26566407989.669563
50.00000000000071,80000.0,13.6,31422876232.3575
50.00000000000071,80000.0,13.6,50129698726.160126
50.00000000000071,80000.0,13.6,39710603315.39703
50.00000000000071,80000.0,13.6,26425791437.82643
50.00000000000071,80000.0,13.6,52178454880.493774
50.00000000000071,80000.0,13.6,41217539448.357
50.00000000000071,80000.0,13.6,27360204370.463367
50.00000000000071,80000.0,13.6,42048107887.704506
50.00000000000071,80000.0,13.6,64644585965.80413
50.00000000000071,80000.0,13.6,32018731258.951096
50.00000000000071,80000.0,13.6,33692264623.427513
50.00000000000071,80000.0,13.6,34713035703.10976
50.00000000000071,80000.0,13.6,32857764180.044983
50.00000000000071,80000.0,13.6,30504641161.085686
50.00000000000071,80000.0,13.6,36912026460.35876
50.00000000000071,80000.0,13.6,28501606389.018646
50.00000000000071,80000.0,13.6,24681057322.68857
50.00000000000071,80000.0,13.6,40437874581.462204
50.00000000000071,80000.0,13.6,34182328034.894882
50.00000000000071,80000.0,13.6,25695035486.069096
50.00000000000071,80000.0,13.6,31990409200.890205
50.00000000000071,80000.0,13.6,36408207768.575745
50.00000000000071,80000.0,13.6,21300997112.114426
50.00000000000071,80000.0,13.6,27043426289.377876
50.00000000000071,80000.0,13.6,44773634225.956825
50.00000000000071,80000.0,13.6,37072410757.98986
50.00000000000071,80000.0,13.6,24800309284.77397
50.00000000000071,80000.0,13.6,42067244301.77893
50.00000000000071,80000.0,13.6,32599317961.561302
50.00000000000071,80000.0,13.6,24399718190.70913
50.00000000000071,80000.0,13.6,40555059957.575645
50.00000000000071,80000.0,13.6,35112739191.5031
50.00000000000071,80000.0,13.6,36839873309.470146
50.00000000000071,80000.0,13.6,29496604037.540157
50.00000000000071,80000.0,13.6,37426091324.18403
50.00000000000071,80000.0,13.6,38480913531.25944
50.00000000000071,80000.0,13.6,29630550846.10119
50.00000000000071,80000.0,13.6,30667534612.90934
50.00000000000071,80000.0,13.6,92415776565.96468
50.00000000000071,80000.0,13.6,34099510191.298172
50.00000000000071,80000.0,13.6,35131427095.30451
50.00000000000071,80000.0,13.6,54151882937.209724
50.00000000000071,80000.0,13.6,28706898203.922146
50.00000000000071,80000.0,13.6,35132688187.98301
50.00000000000071,80000.0,13.6,35132186926.81095
50.00000000000071,80000.0,13.6,37623170690.89956
50.00000000000071,80000.0,13.6,31642480903.479492
50.00000000000071,80000.0,13.6,40378138352.41406
50.00000000000071,80000.0,13.6,32624941128.41534
50.00000000000071,80000.0,13.6,22930388827.941814
50.00000000000071,80000.0,13.6,50834711645.87279
50.00000000000071,80000.0,13.6,42306797123.25312
50.00000000000071,80000.0,13.6,43820685453.366554
50.00000000000071,80000.0,13.6,50583427230.22302
50.00000000000071,80000.0,13.6,36839050972.2435
50.00000000000071,80000.0,13.6,28952849016.168198
50.00000000000071,80000.0,13.6,49757693598.97257
50.00000000000071,80000.0,13.6,32794117347.978996
50.00000000000071,80000.0,13.6,33181887072.36386
50.00000000000071,80000.0,13.6,24633686114.451965
50.00000000000071,80000.0,13.6,56069899448.670944
50.00000000000071,80000.0,13.6,96857085.12139827
50.00000000000071,80000.0,13.6,134953083.7659926
50.00000000000071,80000.0,13.6,89016641.79682788
50.00000000000071,80000.0,13.6,97613671.9692291
50.00000000000071,80000.0,13.6,91726246.4402048
50.00000000000071,80000.0,13.6,73659457.28748068
50.00000000000071,80000.0,13.6,122976439.90740654
50.00000000000071,80000.0,13.6,119321135.30880666
50.00000000000071,80000.0,13.6,106696764.44164982
50.00000000000071,80000.0,13.6,85360639.6557802
50.00000000000071,80000.0,13.6,116513307.80006143
